custs_ids,custs_status,custs_verified,date_features_cted,date_features_uted
R7XBMFV,1,1,19727618.0,19727618.0
067ZTKD,1,1,19748490.0,19748489.0
W3I4BTE,1,1,19764764.0,19764764.0
XSJYGJE,1,1,19764989.0,19764989.0
IMZ8PUE,1,1,19768443.0,19768442.0
NPYUC0G,1,1,19768448.0,19768448.0
6E0461J,1,1,19770956.0,19770956.0
USYHPZS,1,1,19772101.0,19772101.0
C6BBT6E,1,1,19772106.0,19772106.0
RTB87S4,1,1,19774408.0,19774407.0
7ABH5TO,1,1,19774723.0,19774722.0
CHFOTG2,1,1,19778663.0,19778662.0
Y3VM2AB,1,1,19779860.0,19779859.0
4DW34Q2,1,1,19780644.0,57516048.0
SBSEAID,1,1,19780872.0,19780872.0
ZAVF6KV,1,1,19781464.0,19781464.0
ZX2J4BW,1,1,19782118.0,19782117.0
3YU36Z4,1,1,19782518.0,19782517.0
484CRSN,1,1,19782535.0,54616647.0
MLXT8NC,1,1,19785146.0,19785145.0
CS6DIQI,1,1,19785848.0,19785848.0
42M94T6,1,1,19786565.0,19786564.0
D2UC8IM,1,1,19786590.0,19786589.0
5W72FDD,1,1,19787815.0,19787815.0
KKN6BA7,1,1,19787955.0,19787954.0
ZYKV0GO,1,1,19788333.0,19788333.0
EL9OOFN,1,1,19789886.0,19789885.0
E8JQ8OP,1,1,19790598.0,19790597.0
5WUC395,1,1,19790617.0,19790617.0
2JT93FB,1,1,19791229.0,19791228.0
9EQCM6B,1,1,19792482.0,19792481.0
PZCMSIJ,1,1,19794008.0,19794008.0
PAJJS2F,1,1,19794018.0,19794018.0
FF09OQG,1,1,19795413.0,19795413.0
KDL1GH7,1,1,19795418.0,19795418.0
BBQJ66J,1,1,19795567.0,19795566.0
ZOLBMJQ,1,1,19795698.0,19795698.0
TYAQA5S,1,1,19795720.0,19795719.0
85CIV7A,1,1,19796345.0,19796344.0
8INC5IP,1,1,19796555.0,19796554.0
90C4TD2,1,1,19796931.0,19796931.0
QBZ4Q7W,1,1,19796993.0,19796993.0
ZOLVSQJ,1,1,19797656.0,19797656.0
8HFVXG7,1,1,19797870.0,19797870.0
QURUHAI,1,1,19798388.0,19798387.0
NWFMA3O,1,1,19799107.0,19799107.0
QXDD1SR,1,1,19799703.0,19799702.0
1MY9W7F,1,1,19800083.0,19800083.0
H0Y1ZOI,1,1,19800455.0,19800454.0
04TSSTV,1,1,19802128.0,19802128.0
M5W1NVY,1,1,19802191.0,19802191.0
RPMJMBB,1,1,19802540.0,19802540.0
ADL2P50,1,1,19802834.0,19802834.0
Y2ABPOI,1,1,19804004.0,19804004.0
F13Q5MM,1,1,19807997.0,19807996.0
H8HBTJB,1,1,19808844.0,19808843.0
IWVGFL6,1,1,19809428.0,19809427.0
XSRUTGP,1,1,19809432.0,19809432.0
F335CDX,1,1,19809437.0,19809436.0
QMYKJZJ,1,1,19811731.0,19811730.0
PVCC0WV,1,1,19814627.0,19814627.0
G9FJ0KA,1,1,19855253.0,19855253.0
502O03I,1,1,19856866.0,19856866.0
QS7O3WU,1,1,19857056.0,19857056.0
T4O6XZ1,1,1,19857093.0,68225363.0
WPQE85F,1,1,19857645.0,19857644.0
X53PNEA,1,1,19858713.0,19858713.0
402VJ36,1,1,19861062.0,19861061.0
7W25VRI,1,1,19861250.0,19861249.0
79DERVJ,1,1,19862360.0,19862360.0
MFZ20B5,1,1,19862365.0,19862365.0
9L4ZC4M,1,1,19869809.0,19869809.0
IO10URP,1,1,19871494.0,19871493.0
N34PXLO,1,1,19875021.0,19875020.0
8QA2OB0,1,1,19875048.0,19875048.0
ZOUM6MY,1,1,19875053.0,19875052.0
SCWX2OQ,1,1,19881362.0,19881361.0
3RM3384,1,1,19881907.0,19881906.0
4JIB8ND,1,1,19881919.0,19881919.0
E98J39A,1,1,19882921.0,19882920.0
32PTSY8,1,1,19883080.0,19883080.0
99HMHF7,1,1,19885690.0,19885689.0
B0S791D,1,1,19885721.0,19885720.0
4UHAQ2A,1,1,19886387.0,19886387.0
YGW6Z0D,1,1,19887140.0,55747999.0
VTIB2JZ,1,1,19888150.0,67129910.0
PQCYSQI,1,1,19888155.0,19888154.0
SUIPBG4,1,1,19888329.0,19888328.0
9WR6GCD,1,1,19888369.0,19888369.0
6ML0V5O,1,1,19888941.0,19888940.0
MY7MRK4,1,1,19889317.0,19889316.0
1OTMH0I,1,1,19889388.0,19889387.0
69Y567T,1,1,19889783.0,19889782.0
B3TDA5M,1,1,19890484.0,19890484.0
9WS36TE,1,1,19890777.0,54093259.0
16MODF5,1,1,19892187.0,53577212.0
QLFYE2E,1,1,19894166.0,19894166.0
68HLQTT,1,1,19894417.0,19894416.0
R2966LR,1,1,19901062.0,19901061.0
X7953ZJ,1,1,19930755.0,19930754.0
S5FDPDE,1,1,19932252.0,19932252.0
6GFNOSC,1,1,19933846.0,19933845.0
N7F0UVD,1,1,19939716.0,19939716.0
F2IALIY,1,1,19941119.0,19941118.0
1COAX3Q,1,1,19942465.0,19942465.0
PDOH1V7,1,1,19942513.0,19942512.0
8L5LRUX,1,1,19942740.0,19942740.0
0VHGRVM,1,1,19943112.0,19943111.0
P1DWCKY,1,1,19945354.0,19945354.0
1QK78LL,1,1,19946531.0,19946530.0
D081VXM,1,1,19949151.0,19949150.0
J2RP6NN,1,1,19961507.0,19961506.0
MM1J09K,1,1,19966728.0,64640160.0
8OXHBOD,1,1,19970041.0,19970041.0
K3TOJRF,1,1,19971036.0,19971036.0
B9I5PJT,1,1,19972049.0,19972049.0
MT6RYIY,1,1,19972065.0,19972064.0
59RRN8D,1,1,19972391.0,19972391.0
L65ARDO,1,1,19972837.0,19972836.0
KMXJIDA,1,1,19972849.0,19972849.0
HFGNEY6,1,1,19973168.0,19973167.0
HQQ6VMN,1,1,19973370.0,19973370.0
0HSSVEZ,1,1,19973375.0,19973375.0
F6VX1Y7,1,1,19973409.0,19973408.0
IW109Y5,1,1,19975576.0,19975575.0
NFI6QAC,1,1,19975850.0,19975850.0
BWMEADK,1,1,19976790.0,19976790.0
73HQF80,1,1,19977376.0,19977376.0
5Q1PNVC,1,1,19977831.0,19977830.0
TCKSV4A,1,1,19979833.0,19979832.0
IX6CANF,1,1,19980228.0,19980228.0
E8A5ZQY,1,1,19984736.0,19984735.0
4WDZVMH,1,1,19989893.0,62085746.0
2NCLSG0,1,1,20011703.0,20011702.0
TOMQESB,1,1,20020527.0,20020527.0
K6V9GDU,1,1,20020552.0,20020552.0
TJTXHM0,1,1,20022942.0,20022941.0
JQOOFLN,1,1,20025515.0,67263537.0
RNBMNHG,1,1,20031124.0,20031123.0
GAVT7D8,1,1,20031169.0,20031168.0
TTJ4ZLI,1,1,20031173.0,20031173.0
2TX3Q54,1,1,20033573.0,20033572.0
AFLTV1O,1,1,20034027.0,54346844.0
UQ5QTL8,1,1,20035726.0,20035725.0
F2CQKBP,1,1,20035726.0,53737816.0
IU5G2MV,1,1,20036171.0,20036170.0
FVFJ31J,1,1,20036208.0,20036208.0
W0AAQ1Y,1,1,20040571.0,20040571.0
JEOMUG4,1,1,20040605.0,20040605.0
RNG10G9,1,1,20041835.0,20041834.0
UJFH5XC,1,1,20041857.0,20041857.0
RHXIOMD,1,1,20042478.0,20042477.0
NCF22PZ,1,1,20045895.0,20045894.0
2WAR5UG,1,1,20045923.0,20045923.0
HNQMB02,1,1,20050804.0,20050803.0
OF5YOLD,1,1,20051775.0,20051775.0
EUYSCBB,1,1,20053394.0,20053394.0
DE6VD0W,1,1,20054738.0,20054738.0
0YKMXKQ,1,1,20054794.0,20054793.0
IYCLJ92,1,1,20055874.0,20055874.0
ED0DUST,1,1,20056238.0,20056237.0
A0P5U9U,1,1,20057237.0,20057236.0
PCN86VI,1,1,20058540.0,20058540.0
WJNKPHI,1,1,20058605.0,20058605.0
8EY3DQO,1,1,20058670.0,20058669.0
F4K3NPH,1,1,20058702.0,20058701.0
SQ88M4K,1,1,20059954.0,20059954.0
9KYV6J5,1,1,20060170.0,20060170.0
TMMBIM3,1,1,20061469.0,20061468.0
XOQD70F,1,1,20063292.0,20063292.0
MJ3B2I5,1,1,20064217.0,20064217.0
V8MFBAN,1,1,20064739.0,20064739.0
868VK21,1,1,20065914.0,20065913.0
WGTVHIB,1,1,20066138.0,20066138.0
5D550XP,1,1,20066143.0,20066142.0
6PR4AUH,1,1,20066152.0,20066151.0
P6I0H2R,1,1,20066440.0,20066440.0
GHBIGUA,1,1,20068414.0,20068413.0
QTG8VM5,1,1,20096236.0,53136212.0
OXL2BR5,1,1,20096688.0,20096688.0
HGXLQZE,1,1,20105793.0,20105792.0
LCTOHIF,1,1,20107550.0,20107549.0
9HX51RY,1,1,20116063.0,20116063.0
B061P34,1,1,20120608.0,20120607.0
QNK3F0X,1,1,20121383.0,20121382.0
A37RVTD,1,1,20124168.0,20124167.0
DCUH3F7,1,1,20126560.0,20126559.0
K75S5NR,1,1,20127149.0,20127148.0
Y6YZS2T,1,1,20127203.0,20127203.0
FLME47H,1,1,20128702.0,62053323.0
YACDO1N,1,1,20133766.0,20133766.0
FGRNC2O,1,1,20133808.0,20133808.0
A2OAQAH,1,1,20135236.0,20135235.0
6MLWKIU,1,1,20137143.0,20137142.0
ZMSNAFE,1,1,20137959.0,20137959.0
Z6BTJIR,1,1,20138203.0,20138203.0
YABOBW2,1,1,20139229.0,20139229.0
VE9UEZX,1,1,20139451.0,20139450.0
YTS7QOV,1,1,20140012.0,20140012.0
YJR8RJP,1,1,20140414.0,20140414.0
AZ4YT0L,1,1,20141353.0,20141352.0
1N9EXE6,1,1,20141817.0,20141817.0
2HX0UN3,1,1,20142106.0,20142106.0
XMRRW4Y,1,1,20142630.0,20142630.0
10Y43DM,1,1,20143109.0,53135819.0
IHOS56Z,1,1,20143178.0,20143178.0
OLMFZ4X,1,1,20143272.0,20143271.0
A9EZUO7,1,1,20143714.0,20143713.0
657V115,1,1,20144073.0,20144072.0
8D7KNEE,1,1,20144470.0,20144470.0
YL1Z3R7,1,1,20144873.0,20144872.0
CIQET9I,1,1,20147346.0,20147345.0
47NB2F5,1,1,20147457.0,20147457.0
6TGJ4AQ,1,1,20147739.0,20147739.0
PYKWNGF,1,1,20147740.0,20147739.0
3NT3W0Z,1,1,20147915.0,20147915.0
LSSIEDZ,1,1,20148426.0,20148425.0
RBDDYQK,1,1,20148513.0,20148512.0
KQ9MYL9,1,1,20148810.0,20148809.0
3P2FF9N,1,1,20149817.0,20149816.0
JZQERMQ,1,1,20150586.0,20150585.0
BYZEDPF,1,1,20151618.0,20151617.0
ZX2SMDJ,1,1,20151676.0,20151676.0
EMW9Q3C,1,1,20152614.0,20152614.0
0ORMDCX,1,1,20152684.0,20152683.0
42H5Y53,1,1,20152842.0,20152842.0
ZING0D6,1,1,20153866.0,20153865.0
GGVSBFQ,1,1,20155615.0,20155615.0
UTFCT0A,1,1,20155794.0,20155793.0
KWF6WGT,1,1,20157466.0,20157466.0
PV6HB7V,1,1,20157593.0,20157592.0
ZCZZ7G9,1,1,20157957.0,20157956.0
TOJKQSP,1,1,20160185.0,20160184.0
NF53HQF,1,1,20194183.0,20194183.0
UXM140W,1,1,20195210.0,20195209.0
2TGD8R4,1,1,20201191.0,20201191.0
T3G71TV,1,1,20207597.0,20207597.0
U7PC3HX,1,1,20210395.0,20210395.0
RMSTU86,1,1,20210785.0,20210784.0
E4CAZ73,1,1,20211381.0,20211380.0
EG74MEQ,1,1,20212920.0,20212920.0
5TLJ7IX,1,1,20213333.0,20213332.0
1MG0BMI,1,1,20214097.0,20214096.0
05GXQ8K,1,1,20214923.0,20214922.0
K21KIMA,1,1,20216420.0,20216419.0
RT52BJO,1,1,20216775.0,20216775.0
P2JFHS2,1,1,20216877.0,20216876.0
5X6K4IC,1,1,20217484.0,20217483.0
IX9RQZE,1,1,20218534.0,20218533.0
V49VBVB,1,1,20220915.0,20220915.0
VCJZYOD,1,1,20221563.0,20221563.0
ACP1R0Y,1,1,20221904.0,20221904.0
BR6ZPIQ,1,1,20222032.0,20222031.0
TLVVB98,1,1,20222750.0,20222749.0
UOURCZ1,1,1,20223654.0,20223653.0
NKYYLBR,1,1,20224398.0,20224398.0
SEK3DS8,1,1,20224809.0,20224809.0
CGRK1V7,1,1,20225953.0,20225953.0
SIR6ECN,1,1,20236996.0,20236996.0
0QIGGB2,1,1,20237697.0,20237697.0
7IVM2TO,1,1,20239147.0,62393187.0
8TF2MST,1,1,20240163.0,65583496.0
PPLSZRM,1,1,20240687.0,20240686.0
KS49H22,1,1,20242400.0,20242399.0
P3Y1CCH,1,1,20242797.0,20242797.0
0TJ0XYT,1,1,20242825.0,20242824.0
3WWJQ9X,1,1,20243276.0,20243275.0
5VSJOOW,1,1,20243718.0,20243718.0
2RT8G9M,1,1,20243988.0,20243988.0
4ZBWO6A,1,1,20276088.0,20276088.0
33IQPH8,1,1,20284324.0,20284323.0
YOPV0MH,1,1,20289193.0,20289193.0
I0A00SR,1,1,20292700.0,20292699.0
DA3NE0B,1,1,20292737.0,20292737.0
B3VJ0LT,1,1,20293201.0,20293201.0
YPFRAXM,1,1,20294520.0,20294519.0
NCAW0DD,1,1,20295173.0,20295172.0
2RQMQP8,1,1,20296717.0,20296717.0
PNTX0GW,1,1,20301261.0,20301261.0
18KZ4GK,1,1,20307009.0,20307008.0
5HWEKWG,1,1,20317897.0,20317896.0
JG05GUB,1,1,20319172.0,20319171.0
TGDIXRU,1,1,20319496.0,20319496.0
Y47ZWN6,1,1,20319877.0,20319877.0
T5HBPEL,1,1,20320696.0,20320695.0
DXYHXFW,1,1,20327471.0,20327470.0
J1Z67NT,1,1,20327859.0,20327859.0
2LPILUW,1,1,20328168.0,20328168.0
A7LIG9G,1,1,20375571.0,20375571.0
Q5ZDBHS,1,1,20375873.0,20375872.0
QKMZYXM,1,1,20375936.0,20375935.0
ZS14NLY,1,1,20376010.0,20376009.0
THE5R2Z,1,1,20384889.0,20384888.0
860V4UT,1,1,20388661.0,20388660.0
FFOQY4B,1,1,20393241.0,20393241.0
94UGQC7,1,1,20398271.0,20398270.0
Q2GY2TN,1,1,20398302.0,20398302.0
KJI5F2S,1,1,20398351.0,20398351.0
T73P07E,1,1,20398689.0,20398689.0
5E926AT,1,1,20400230.0,20400229.0
XP7V1CL,1,1,20401221.0,20401220.0
95IWJ3J,1,1,20401510.0,20401509.0
C9IXVVG,1,1,20401747.0,20401746.0
238VAUO,1,1,20402754.0,20402754.0
QXRK70O,1,1,20403581.0,20403580.0
E2BSH4L,1,1,20403837.0,20403836.0
N6H7NT3,1,1,20407133.0,20407132.0
R3IYLHZ,1,1,20409579.0,20409578.0
V5SXFN6,1,1,20410598.0,20410597.0
OAEFVUQ,1,1,20411460.0,20411459.0
03IE1MV,1,1,20411464.0,20411464.0
YAPFWIW,1,1,20411469.0,20411468.0
FG296JE,1,1,20412945.0,20412944.0
67DVCVW,1,1,20413770.0,20413770.0
4TT5JB7,1,1,20418540.0,68095379.0
6VXC8R3,1,1,20449417.0,20449416.0
XSVRSLD,1,1,20456561.0,20456561.0
RDLQWOR,1,1,20462215.0,20462214.0
JAUNP9K,1,1,20462561.0,20462560.0
JD5T39D,1,1,20462726.0,20462725.0
OQATQT4,1,1,20463091.0,58906655.0
89K4XE2,1,1,20463784.0,20463783.0
QASV7EF,1,1,20464130.0,20464129.0
99LM67S,1,1,20468540.0,20468540.0
UK8NQTL,1,1,20478682.0,20478682.0
BCURVP0,1,1,20479246.0,20479245.0
PN3LD70,1,1,20479263.0,20479262.0
23AXGR6,1,1,20480114.0,62015199.0
5S90A8T,1,1,20480718.0,20480718.0
DHIAXEK,1,1,20483751.0,20483750.0
03E01HL,1,1,20485092.0,20485092.0
8BX25HP,1,1,20485230.0,20485229.0
3YPQHE7,1,1,20485362.0,20485362.0
9EVOMII,1,1,20485863.0,20485862.0
9OZBUMB,1,1,20486062.0,20486062.0
K2OMWU0,1,1,20488760.0,20488760.0
LWQBRK6,1,1,20489915.0,20489914.0
BWMTN4Z,1,1,20489956.0,20489955.0
K6UVLA1,1,1,20491584.0,20491584.0
7P2RBMY,1,1,20492641.0,20492641.0
17BXCN9,1,1,20492669.0,20492669.0
P0JMFY3,1,1,20492805.0,20492805.0
MZPBM89,1,1,20493808.0,20493807.0
NBBD09M,1,1,20494337.0,20494337.0
45VDB7A,1,1,20494690.0,63226737.0
25MAA1X,1,1,20495833.0,20495833.0
QUD4XMT,1,1,20498086.0,20498086.0
DLRCJSL,1,1,20498505.0,20498505.0
6POHNJ1,1,1,20500000.0,20499999.0
T5M3YA3,1,1,20503078.0,20503077.0
XQWW6CS,1,1,20503201.0,20503200.0
6NN0CUD,1,1,20538992.0,65396758.0
G4Z1A6M,1,1,20541310.0,20541309.0
079I4NF,1,1,20543815.0,20543814.0
G3HKCAF,1,1,20544456.0,20544456.0
745BUPX,1,1,20546262.0,20546261.0
DKHTE0G,1,1,20548291.0,20548290.0
8HE5V9A,1,1,20551073.0,20551072.0
WYBKHAU,1,1,20551814.0,20551813.0
Q65M41N,1,1,20551962.0,20551961.0
B7TF9HJ,1,1,20551984.0,20551984.0
WJSV0GV,1,1,20554540.0,20554540.0
OJ8F1X0,1,1,20557051.0,20557051.0
Y2OYCX8,1,1,20560369.0,20560368.0
CO3YA86,1,1,20562142.0,20562141.0
Y7ZE224,1,1,20563662.0,20563661.0
FZ20QHA,1,1,20565304.0,20565303.0
MJXYW0P,1,1,20565308.0,20565307.0
7PM7UH4,1,1,20572396.0,20572396.0
VPLFGWV,1,1,20572723.0,20572722.0
AH1QV3T,1,1,20578922.0,20578922.0
8D0F3NE,1,1,20579258.0,63948247.0
FZWYCVY,1,1,20579295.0,20579295.0
V9C4AII,1,1,20579404.0,20579403.0
FRLWVZM,1,1,20579764.0,20579763.0
O2RCT7S,1,1,20579768.0,20579768.0
PQT841M,1,1,20579809.0,20579809.0
VWIK0QU,1,1,20580227.0,20580226.0
8WN2SGA,1,1,20580229.0,20580228.0
T0TY8U5,1,1,20580242.0,20580242.0
Z62M4K1,1,1,20580565.0,20580564.0
NE4GAUG,1,1,20582099.0,20582098.0
EBKRYGZ,1,1,20582564.0,20582563.0
L3KACNM,1,1,20583535.0,20583534.0
YU7XVFX,1,1,20584545.0,20584545.0
7FHP7T4,1,1,20588310.0,20588310.0
D54LNVL,1,1,20589014.0,20589013.0
9Y2W5VG,1,1,20625389.0,20625388.0
KSFVQDR,1,1,20626668.0,64973949.0
FHQXK9A,1,1,20630550.0,20630549.0
4L3MDLO,1,1,20631204.0,20631203.0
CN85N46,1,1,20632271.0,20632270.0
MK06935,1,1,20633738.0,20633738.0
XHTZI0B,1,1,20635006.0,20635006.0
IRZ4GCP,1,1,20635792.0,20635791.0
QECQJX7,1,1,20635945.0,20635944.0
BR570MC,1,1,20637892.0,20637892.0
IQ5DE10,1,1,20640399.0,20640398.0
O0LALCF,1,1,20654799.0,20654798.0
2RYAMYC,1,1,20656212.0,20656212.0
0NPCZAH,1,1,20658287.0,20658287.0
ATBVMQ0,1,1,20658530.0,20658530.0
FDE8FTI,1,1,20658955.0,67281144.0
EF4HUHU,1,1,20659664.0,20659664.0
XL85EYW,1,1,20659746.0,20659745.0
5NV59Q8,1,1,20659793.0,20659792.0
T3O08HI,1,1,20660220.0,20660219.0
2BRLYMQ,1,1,20660425.0,20660424.0
AVU6AEK,1,1,20660545.0,20660544.0
QYXXJCF,1,1,20660951.0,20660951.0
IA3O7NR,1,1,20661566.0,20661566.0
WHKUK3I,1,1,20661617.0,20661617.0
1ABCSLM,1,1,20661716.0,60550560.0
Q70C5D0,1,1,20661850.0,20661850.0
HNROXZ7,1,1,20662388.0,20662387.0
9AU5OBD,1,1,20662405.0,20662404.0
IKY649S,1,1,20662715.0,20662715.0
41VSH2Z,1,1,20663312.0,20663311.0
4XNMH9K,1,1,20663503.0,20663502.0
SOUVCC6,1,1,20663546.0,20663546.0
1KPT3Q2,1,1,20663743.0,20663742.0
GLOTMW2,1,1,20664657.0,20664657.0
FHQ5DXG,1,1,20666932.0,20666931.0
OMUN32F,1,1,20670462.0,20670461.0
B0SIVPQ,1,1,20672580.0,20672579.0
UPM9JK5,1,1,20674916.0,20674916.0
XYQPNUN,1,1,20677526.0,20677526.0
S9UTR5P,1,1,20679710.0,20679710.0
W9ZTRAG,1,1,20709160.0,20709160.0
QKBZNN1,1,1,20711222.0,20711222.0
D6QZG8S,1,1,20719547.0,20719546.0
ZMN4QO3,1,1,20722978.0,20722978.0
01LC14G,1,1,20723023.0,20723023.0
OH8L6QE,1,1,20723813.0,20723813.0
KFUMC4I,1,1,20724310.0,20724309.0
Y6QG9TP,1,1,20731009.0,20731008.0
8BE6M5J,1,1,20733238.0,20733238.0
WLW23T3,1,1,20736368.0,20736367.0
Z0M4U27,1,1,20737333.0,20737332.0
XD3F00P,1,1,20739131.0,64529712.0
NLLZ1X4,1,1,20739298.0,54536745.0
HSSMLNM,1,1,20740867.0,20740866.0
5NYZRZG,1,1,20740972.0,20740972.0
DA2S9M5,1,1,20742196.0,20742196.0
IF5HABY,1,1,20743938.0,20743937.0
JPWASP8,1,1,20746113.0,20746112.0
3GM1CRB,1,1,20747603.0,20747602.0
A0KACED,1,1,20747796.0,63687728.0
BNRDBDO,1,1,20748068.0,20748067.0
PNUQ7MF,1,1,20748208.0,20748207.0
O15XXOV,1,1,20748314.0,20748314.0
WPFHQEJ,1,1,20749186.0,20749185.0
QH39BM1,1,1,20749915.0,20749914.0
IGW4I5V,1,1,20750094.0,20750093.0
HDAOZSA,1,1,20750107.0,20750106.0
LOM5R7S,1,1,20750277.0,20750276.0
ELH0DYL,1,1,20750846.0,66863066.0
5IY3U90,1,1,20751279.0,20751279.0
YYK7Y7Z,1,1,20751772.0,20751771.0
952WWS3,1,1,20752630.0,20752629.0
F25MB1Y,1,1,20753398.0,20753397.0
8QX0Q75,1,1,20753447.0,20753447.0
7NO8IBY,1,1,20755933.0,20755933.0
QK36EJ3,1,1,20757308.0,20757307.0
HGZLFND,1,1,20758384.0,20758384.0
2NVMDS1,1,1,20760631.0,20760631.0
L2KC0OR,1,1,20760648.0,20760648.0
HU0AB2Y,1,1,20761082.0,20761081.0
IW70NTJ,1,1,20761341.0,20761341.0
4QAQ7MZ,1,1,20763136.0,20763135.0
Z5H0KJ5,1,1,20810623.0,20810623.0
OHY9NAW,1,1,20810646.0,20810646.0
ISTGSMI,1,1,20810649.0,20810648.0
2EHH1QB,1,1,20810804.0,20810804.0
NSP24RC,1,1,20811103.0,20811102.0
HA8KJN6,1,1,20812380.0,20812379.0
ADKDVAQ,1,1,20813164.0,20813164.0
QQU072B,1,1,20813766.0,20813766.0
PN8OGWA,1,1,20816045.0,20816045.0
AUS7RDR,1,1,20817372.0,20817372.0
QHB6RLY,1,1,20831782.0,20831781.0
0NDRIYA,1,1,20832521.0,20832520.0
69O2QWK,1,1,20832525.0,20832524.0
NMSEQVB,1,1,20833317.0,20833317.0
47MMCBH,1,1,20834097.0,20834097.0
APVD5M6,1,1,20834175.0,20834174.0
C1JRZOO,1,1,20834925.0,20834924.0
P4HOEHG,1,1,20836706.0,20836706.0
MC0CJBX,1,1,20837745.0,20837745.0
N8D4VFZ,1,1,20837759.0,20837759.0
S8YQR3J,1,1,20837867.0,20837866.0
CJRL4C2,1,1,20838187.0,20838187.0
LKCV22R,1,1,20838196.0,20838195.0
SB91J3W,1,1,20838725.0,20838725.0
3CJKSR9,1,1,20839343.0,20839342.0
80T7OQN,1,1,20839678.0,20839678.0
MM93P7D,1,1,20840128.0,20840128.0
3IZIT9X,1,1,20840603.0,20840602.0
4PQIZOU,1,1,20840753.0,62221403.0
L1F8NAP,1,1,20840912.0,20840911.0
49Y1T2R,1,1,20840916.0,20840916.0
VCG3KXQ,1,1,20840921.0,20840921.0
FLOTQKG,1,1,20842192.0,20842191.0
V96S87J,1,1,20842775.0,20842774.0
881ZN2D,1,1,20843082.0,20843081.0
7L7CA21,1,1,20843547.0,20843547.0
0O387L5,1,1,20844335.0,20844335.0
O4X3O6T,1,1,20844595.0,20844594.0
5ADWBLV,1,1,20848775.0,20848775.0
D2QXE0Q,1,1,20852464.0,20852464.0
R3TBE2U,1,1,20888355.0,20888354.0
PKGXEU4,1,1,20892040.0,20892039.0
QSKMCJR,1,1,20892621.0,20892620.0
N83OMUJ,1,1,20893801.0,20893800.0
6FQVJGY,1,1,20893869.0,20893869.0
O6D7HIQ,1,1,20893891.0,20893891.0
FEEVEVO,1,1,20893942.0,20893941.0
FKHI9N0,1,1,20896346.0,20896345.0
C2RPW4A,1,1,20899421.0,20899421.0
JX2862M,1,1,20901491.0,20901490.0
C0Q8F5Z,1,1,20902354.0,20902354.0
VY6L99B,1,1,20904183.0,20904183.0
DX926XE,1,1,20904439.0,20904439.0
5J03NWX,1,1,20906096.0,20906095.0
RVU00G1,1,1,20907283.0,20907283.0
XXX8RCQ,1,1,20907332.0,20907331.0
Y09JVZB,1,1,20907798.0,20907797.0
DKQK9V6,1,1,20907857.0,20907856.0
CWK5EKO,1,1,20909474.0,20909473.0
OA11ZSG,1,1,20909786.0,20909786.0
6UCJ6I5,1,1,20909853.0,20909853.0
6NBZEOJ,1,1,20910106.0,20910106.0
JSR033B,1,1,20911236.0,20911235.0
W988VMU,1,1,20912270.0,20912269.0
NNTHL0G,1,1,20914621.0,20914620.0
L25E0UM,1,1,20914635.0,20914634.0
UZZ19YK,1,1,20914639.0,20914639.0
GDGXHCS,1,1,20914648.0,20914648.0
KRN4JB9,1,1,20914779.0,20914779.0
W3J1ZDU,1,1,20915175.0,20915175.0
AECD3LL,1,1,20915844.0,20915844.0
Y6XNBL7,1,1,20916168.0,54144587.0
0UW9NTR,1,1,20916663.0,20916663.0
HWELAU8,1,1,20916724.0,20916724.0
8R5YLBW,1,1,20918209.0,20918209.0
IBIJDU1,1,1,20919667.0,20919667.0
OC7YG04,1,1,20919695.0,20919694.0
64VKUBB,1,1,20920304.0,20920303.0
SE8BFL5,1,1,20920454.0,20920454.0
4WVPGAX,1,1,20922382.0,66622583.0
IJLBX44,1,1,20922604.0,20922603.0
8YWW7NO,1,1,20923238.0,20923238.0
VC7BW6F,1,1,20923241.0,20923241.0
AM2UEGV,1,1,20923891.0,20923891.0
PCLB9H1,1,1,20924139.0,20924139.0
AOKQDM1,1,1,20925160.0,20925159.0
HFV6UDI,1,1,20925181.0,20925180.0
JTYVBBW,1,1,20926056.0,20926055.0
93Z2Z2R,1,1,20926138.0,20926138.0
M75U65N,1,1,20926198.0,20926198.0
MVV4AZX,1,1,20927340.0,20927340.0
3C03AFQ,1,1,20927383.0,20927382.0
9RE2KM0,1,1,20927394.0,20927393.0
JCN5BE9,1,1,20927437.0,20927436.0
HTIV4W4,1,1,20927734.0,20927734.0
HSTQKNU,1,1,20927778.0,20927777.0
LGNQP3N,1,1,20927880.0,20927879.0
SLW9TI9,1,1,20928921.0,20928921.0
82V20PA,1,1,20929097.0,20929097.0
2AA77YU,1,1,20929692.0,20929691.0
VAME3U7,1,1,20929717.0,20929716.0
JBAG0YE,1,1,20929738.0,20929738.0
IPIND4I,1,1,20929784.0,20929784.0
Q2NSRXZ,1,1,20929861.0,20929860.0
CPVSU0P,1,1,20929950.0,20929950.0
925LGY2,1,1,20929953.0,20929952.0
TRV98H7,1,1,20929955.0,20929955.0
5L17HYF,1,1,20932486.0,20932485.0
Q77IBJ9,1,1,20932860.0,20932860.0
4C4OP4O,1,1,20932995.0,20932994.0
FIC3GGQ,1,1,20933225.0,20933224.0
BH90PDZ,1,1,20933298.0,20933297.0
D76AKQ4,1,1,20933357.0,20933356.0
LJZJMY4,1,1,20965544.0,20965544.0
PB25OBO,1,1,20965735.0,20965734.0
RVSLQ3B,1,1,20970415.0,20970414.0
