Cid,Locnum,Loctype,Clatitude,Clongitude,Vid
GX0J8O3,1.0,3.0,-0.372144954,0.618709374,20.0
GX0J8O3,2.0,1.0,-0.513939735,0.74487828,13.0
GX0J8O3,5.0,2.0,-0.500119399,0.7094069,33.0
3W0MR42,3.0,4.0,-0.837246154,0.108573182,154.0
XJ87O7C,0.0,4.0,0.07147366,0.636531586,547.0
B002Z1V,1.0,4.0,0.593900748,0.528583412,79.0
B002Z1V,2.0,1.0,0.255969423,0.561658591,76.0
EUC6YUO,0.0,3.0,-0.582225815,0.06937458,90.0
FP9C193,4.0,4.0,-0.013286066,0.560041767,110.0
BEV3WUD,0.0,2.0,-0.459923528,0.029069155,419.0
8SJUJE0,0.0,1.0,-1.195718286,0.125307882,55.0
9LMAI2F,1.0,2.0,-0.050063825,0.524497931,149.0
9LMAI2F,2.0,1.0,0.033030176,0.552486153,110.0
OJL5VZE,0.0,2.0,0.223262051,0.591606871,76.0
OTWUWWS,0.0,2.0,-0.038584498,0.634913879,104.0
8E20KDT,0.0,2.0,-1.193458879,0.128280225,55.0
CKQXFW8,0.0,2.0,-0.059686348,0.525133997,149.0
DYW27Z7,0.0,4.0,0.491077718,0.558566026,28.0
IF5HABY,2.0,2.0,-0.936498824,0.049164765,44.0
6GV0VKC,3.0,2.0,0.262426925,0.5789075,76.0
FYTP99Y,0.0,2.0,-0.099561718,0.159981529,845.0
EKY62OU,1.0,1.0,0.488794451,0.557232826,28.0
F8FSGBT,1.0,1.0,-0.451276204,0.064316024,148.0
LG3MBXO,2.0,2.0,0.62358954,0.542027969,79.0
YK1FV63,1.0,2.0,0.300279043,0.554528141,274.0
YK1FV63,2.0,4.0,-0.470015894,0.042308805,86.0
YK1FV63,3.0,2.0,0.089061823,0.606770801,547.0
X7GLMOX,0.0,2.0,-0.033122048,0.572335898,401.0
K3FO85I,2.0,2.0,0.294984606,0.546689776,274.0
K3FO85I,4.0,1.0,-0.629244856,0.757219059,4.0
REMZWYE,1.0,2.0,0.477088462,0.568611818,28.0
REMZWYE,2.0,3.0,-0.596948785,0.761444984,4.0
REMZWYE,4.0,2.0,0.608343339,0.547905152,79.0
IZJ4LJT,0.0,1.0,0.0417775,0.579704909,110.0
87TQC7I,0.0,3.0,-0.080021988,0.608917025,134.0
CPBASXG,0.0,2.0,-0.54076951,0.17703413,78.0
26PGDYY,0.0,2.0,0.231247899,0.586182827,76.0
VE66E69,0.0,1.0,0.56821319,0.500355377,115.0
335L9OT,0.0,1.0,-0.826113032,0.082493612,189.0
I68KFB1,1.0,2.0,-0.630499447,0.164429307,197.0
LP68Y5P,0.0,2.0,0.341194137,0.545033328,274.0
KYFPWWC,4.0,2.0,-0.521536897,0.09224869,86.0
BFJKZPB,2.0,2.0,0.331835478,0.546176934,274.0
5SSHXNH,1.0,1.0,-0.339756371,0.694752601,271.0
ZEAM6IT,0.0,1.0,0.22130114,0.583851953,76.0
2SM6FIY,1.0,2.0,-0.497785882,0.706797842,33.0
AX04IAL,1.0,1.0,-0.981899038,0.110564886,84.0
S7ZGB69,1.0,1.0,-0.171157232,0.501613335,67.0
P6UIB1D,1.0,1.0,-0.127717158,0.540709635,43.0
O64FAFQ,2.0,2.0,0.486801253,0.564192841,28.0
V5SXFN6,2.0,2.0,-0.622876722,0.133808571,90.0
RWWOUWC,4.0,2.0,-0.551312285,0.206765002,78.0
J1VECTF,0.0,1.0,-0.144337515,0.155198117,845.0
PK0467S,2.0,2.0,0.651659615,0.539024773,79.0
85MT57F,0.0,1.0,0.558290385,0.529012727,115.0
V8I276Z,0.0,2.0,-0.172259764,0.502906524,67.0
EU2Y7W2,0.0,2.0,0.24243199,0.575592102,76.0
FIG1XAK,0.0,1.0,0.035895962,0.609373818,547.0
5XKRD6Y,1.0,1.0,0.299862885,0.554535182,274.0
VJMN0Y5,1.0,1.0,-0.360864317,0.696584144,271.0
N38Z7YH,1.0,2.0,-0.048285296,0.564828409,149.0
0CWS0C3,2.0,2.0,0.015699466,0.621947074,547.0
0CWS0C3,3.0,2.0,0.03486192,0.537807244,110.0
JFWU2Y2,1.0,2.0,0.227756094,0.585761201,76.0
R0NUT9G,1.0,3.0,-0.035261293,0.523681935,149.0
TXD20HW,0.0,2.0,0.078576257,0.569241667,157.0
XRBSK2X,0.0,2.0,-0.723773788,0.221384268,577.0
TVIBNY5,0.0,1.0,-0.63125,0.741,4.0
UGUIH0Z,0.0,1.0,0.261096474,0.579227057,76.0
7P1CLQV,0.0,2.0,0.237369913,0.578418327,76.0
NLIOTQS,2.0,1.0,-0.054771154,0.609574091,134.0
MIT7B08,0.0,1.0,-0.969012444,0.156611,83.0
CE6YJHV,0.0,2.0,-0.036746152,0.517978863,149.0
CE6YJHV,1.0,1.0,-0.179973537,0.47147083,67.0
Y6QG9TP,0.0,4.0,-0.803564536,0.133968674,225.0
5XWJ1HT,1.0,2.0,0.558321529,0.50997597,115.0
8QV00VO,0.0,1.0,-0.565455769,0.171281364,78.0
YHO4IT5,0.0,2.0,-0.515532372,0.072746491,86.0
JJOQJP4,0.0,1.0,-0.494961935,0.090297507,86.0
M9X1Y95,0.0,1.0,-0.919478607,0.162374398,83.0
VHGAK09,3.0,2.0,0.085825962,0.510000364,157.0
OGI4RZV,0.0,2.0,-0.818990135,0.156474143,299.0
7CAX7X9,1.0,2.0,-0.641550127,0.758516471,75.0
B9HSJBN,2.0,2.0,-0.123614332,0.606409856,676.0
B9HSJBN,3.0,1.0,-0.880835254,0.075531138,154.0
GDR3H76,0.0,2.0,-0.132046848,0.592296473,676.0
5489J6Q,0.0,2.0,2.345124407,0.699920185,199.0
D110TZ5,1.0,2.0,0.083608467,0.626095075,547.0
11PMPRM,0.0,2.0,-0.631232848,0.765589417,4.0
4SR58AG,0.0,1.0,-0.445360932,0.016671559,419.0
LB5MGYL,0.0,2.0,0.278652314,0.509712972,856.0
CO4JELN,0.0,2.0,-0.858011413,0.138285396,154.0
CO4JELN,1.0,2.0,-1.281610242,0.092642389,843.0
PQL005Y,1.0,3.0,-0.034104164,0.647260119,104.0
I9Z6WE0,4.0,2.0,-0.371424185,0.626317856,20.0
JXWD22N,0.0,3.0,0.036690611,0.611627335,547.0
76WDK53,2.0,2.0,0.273922828,0.581590973,76.0
76WDK53,3.0,1.0,0.453250091,0.523584917,28.0
YYHBKZ7,2.0,2.0,-1.009465685,0.097318996,84.0
QCL75GH,0.0,2.0,-0.098923592,0.163883686,845.0
B7MWL3S,0.0,1.0,-0.989194586,0.084718897,84.0
463DK1R,1.0,2.0,0.494810356,0.518201211,28.0
BW1TCD2,0.0,2.0,-0.966041046,0.088560094,44.0
VRSD1SV,0.0,3.0,-0.965600812,0.064512429,44.0
UZ0CJZS,0.0,1.0,0.014423156,0.582040833,110.0
VL9C42P,3.0,4.0,-0.406692334,0.632050182,20.0
0UY0RLL,1.0,1.0,0.28730227,0.542689322,274.0
CZSG4QN,0.0,1.0,0.441792614,0.553313765,28.0
CZSG4QN,1.0,2.0,0.005636538,0.482792955,303.0
44ZVK1K,0.0,1.0,0.020928799,0.527167561,110.0
8C9U1V4,0.0,1.0,-0.410965697,0.070818653,846.0
KKWEW4N,1.0,2.0,-0.635601465,0.103444068,90.0
FEX3RFL,1.0,1.0,0.259545067,0.580218155,76.0
UMR8970,1.0,4.0,-0.05585177,0.604381056,134.0
T4H9I71,1.0,1.0,0.021485205,0.550858835,110.0
QNYIKHY,2.0,1.0,0.259901535,0.519857138,856.0
YJS07Z2,0.0,1.0,-0.035141492,0.514453814,149.0
CDYRFBD,1.0,1.0,-0.080140161,0.175294504,845.0
I7E7UCZ,0.0,2.0,-1.026842261,0.038101037,180.0
VBSSOTD,0.0,2.0,0.040753089,0.521517397,110.0
LIBNE9V,0.0,2.0,-0.378100145,0.734845214,271.0
7E9E4RW,0.0,2.0,-0.001999327,0.596436029,858.0
7E9E4RW,1.0,2.0,-0.001645985,0.469929258,303.0
7E9E4RW,2.0,2.0,-0.629303279,0.693884674,391.0
7E9E4RW,3.0,2.0,-0.055275385,0.631600393,104.0
5D8KL6H,4.0,2.0,0.462751923,0.553509091,28.0
FLAPANV,0.0,2.0,-1.041205441,0.037513649,180.0
2XOJXDB,0.0,3.0,-0.108975539,0.167040829,845.0
SC3YA99,0.0,1.0,-0.838875879,0.10966725,154.0
SQF9Q7B,0.0,1.0,-0.642280199,0.045877919,575.0
7TJI907,0.0,2.0,2.357229239,0.704319085,199.0
2L3OPAH,0.0,1.0,-0.104991692,0.595058691,676.0
J7F23LL,0.0,4.0,-0.102592815,0.594746275,676.0
BMY0NZ2,2.0,4.0,0.072272174,0.642398468,547.0
5EIG2EE,0.0,2.0,2.373493653,0.706244637,199.0
7E9S57Y,0.0,2.0,-0.509624766,0.697573939,841.0
VE1S6KF,0.0,1.0,-0.724298279,0.068241599,81.0
LKCV22R,1.0,1.0,0.611829733,0.542082743,79.0
YTAEED1,2.0,2.0,0.299605,0.553340705,274.0
PEEQVMM,2.0,2.0,-0.051614736,0.63426752,104.0
PEEQVMM,3.0,1.0,-0.345669846,0.727960482,271.0
X9GBGOW,2.0,1.0,-0.849986622,0.0972186,154.0
HN0F0UO,0.0,2.0,-0.437391346,0.040750481,419.0
UUKNIRZ,3.0,1.0,0.607801925,0.527618863,79.0
UUKNIRZ,4.0,1.0,0.018783712,0.53907807,110.0
ONNAGKI,0.0,2.0,-0.118587254,0.53821872,43.0
9S2PZEP,0.0,1.0,-0.649973798,0.056932699,575.0
9S2PZEP,1.0,1.0,-0.969353782,0.077960389,44.0
LM0QEAZ,1.0,4.0,-0.919969439,0.159734501,83.0
LM0QEAZ,2.0,2.0,-1.072470414,0.093047812,180.0
LM0QEAZ,3.0,1.0,0.020346686,0.481502857,303.0
EUYS3J6,0.0,2.0,-0.587657219,0.10626115,90.0
BKQVEFS,0.0,2.0,-1.598959689,-0.038834166,849.0
BAAPMV4,0.0,1.0,-0.916046858,0.148523087,83.0
QJ86IJF,2.0,1.0,-0.112406523,0.546847047,43.0
5EFEDOL,0.0,2.0,-0.886052754,0.06834796,154.0
BITNF7J,0.0,1.0,0.599389374,0.549861773,79.0
13S9WR8,0.0,1.0,-0.005968966,0.47548323,303.0
B97HZHV,2.0,1.0,-0.071710545,0.567673307,676.0
85SDNFD,0.0,2.0,-0.635152509,0.04705672,145.0
UZQG984,1.0,1.0,0.46945,0.510656591,28.0
MU1E06F,1.0,2.0,0.079066635,0.638236357,547.0
QMYKJZJ,3.0,1.0,0.541369815,0.55134813,115.0
ITJ05RK,5.0,2.0,-0.030383186,0.45922614,303.0
JPQVXFY,1.0,4.0,-1.262537547,0.080359119,843.0
WISHRJA,0.0,2.0,0.600598077,0.549943409,79.0
GBZ8VOF,0.0,2.0,0.561647037,0.540763008,115.0
EQKI8BB,0.0,2.0,-0.074201991,0.635360406,134.0
9H0TXEU,0.0,2.0,-0.874614071,0.100435516,154.0
EX90KH1,0.0,3.0,0.080331228,0.584194983,547.0
O7M3OJ6,0.0,1.0,-0.420750528,0.647609795,20.0
O7M3OJ6,1.0,1.0,-0.311442451,0.730571587,271.0
VGZCZCY,0.0,4.0,-0.648940153,0.756149726,391.0
6A79SJT,0.0,1.0,-0.113449535,0.564100922,43.0
6A79SJT,1.0,3.0,-0.91927226,0.044105778,44.0
S4WK14T,0.0,1.0,-0.622882978,0.198728782,197.0
75QTKQ0,2.0,2.0,-0.155772961,0.566937382,676.0
75QTKQ0,3.0,2.0,-0.061216248,0.62316473,104.0
38RV21D,4.0,1.0,-0.510014401,0.067881337,86.0
ZQF44H9,1.0,4.0,-0.220189014,0.471170655,67.0
F6DC28A,0.0,2.0,-0.539765228,0.177133189,78.0
EP80MJH,0.0,2.0,-0.948622591,0.098738773,44.0
B1Y1NN8,0.0,1.0,-0.540621821,0.17703413,78.0
HFOV7U9,3.0,2.0,0.260741485,0.579289093,76.0
1NRK5HF,0.0,2.0,-0.772599767,0.231851045,577.0
4I5L9CP,2.0,2.0,0.301763128,0.554148229,274.0
575MHJT,1.0,4.0,-0.01454171,0.604279137,858.0
NAYQ662,0.0,2.0,-0.73319437,0.069039404,81.0
CLTNGE6,0.0,2.0,-0.45016394,0.014920503,419.0
SCL8ZBF,1.0,2.0,-0.889855912,0.152531795,83.0
FDILC8M,1.0,1.0,-0.427277129,0.133223256,846.0
3I719TA,1.0,1.0,-0.68167595,0.068476673,81.0
U0W7P2T,1.0,1.0,0.633893396,0.528919379,79.0
WQXW5MA,1.0,2.0,0.473386823,0.553751148,28.0
1QHIYBJ,0.0,2.0,0.650152658,0.55913995,79.0
SD50KZZ,1.0,1.0,0.623224618,0.484823292,79.0
K4PECXV,0.0,3.0,-0.064299102,0.635371835,104.0
T8NA828,1.0,2.0,-0.620363793,0.754061569,4.0
WNYVGRL,0.0,2.0,-0.034306584,0.609122001,134.0
5VLRCHN,0.0,4.0,-0.965781158,0.089095774,44.0
VDGQVTD,0.0,1.0,0.009235199,0.586309508,110.0
N6ZI87K,1.0,1.0,-0.487558689,0.040822516,86.0
83V3KN8,2.0,2.0,2.208820693,0.735287708,243.0
ZQWCGWA,0.0,2.0,0.264547262,0.484566813,856.0
CONB2Z2,1.0,4.0,-0.640761538,0.750893636,75.0
M758NNC,0.0,1.0,-0.068163266,0.519147051,149.0
BE62S0D,1.0,2.0,0.471831275,0.525357019,28.0
BE62S0D,2.0,2.0,-0.410598572,0.642754308,20.0
5ODJA6N,0.0,2.0,-0.034956544,0.485640565,149.0
RWN0EJO,1.0,3.0,-1.285183099,0.083262144,843.0
2R6LMM3,1.0,1.0,-0.457542712,0.728956546,13.0
W164IEJ,1.0,2.0,-0.713803624,0.053554028,81.0
44DHJSU,2.0,2.0,-0.558507404,0.747634254,4.0
R7SH26P,0.0,1.0,-0.156773791,0.501445025,67.0
16CYCR7,0.0,1.0,-0.491860511,0.066140789,86.0
CQU77XO,2.0,1.0,0.578024037,0.564097465,115.0
AXTJZ2T,0.0,1.0,-0.420489124,0.135059083,846.0
0F049DE,0.0,1.0,-1.156805653,0.077153008,55.0
RLE4CXN,2.0,2.0,-0.628720131,0.766439159,4.0
7QVW3P0,0.0,3.0,-0.6096623,0.14722732,197.0
MZOQDYN,0.0,3.0,-0.197087146,0.505304895,67.0
LY5P51V,3.0,2.0,0.004984615,0.484436591,303.0
XZOW5KH,0.0,2.0,8.24e-05,0.599539961,858.0
0KOFEET,0.0,2.0,1.687746315,0.770311333,192.0
C2GSD64,0.0,4.0,-0.916030607,0.080015192,44.0
RFTXVLF,0.0,1.0,-0.911617574,0.113255467,44.0
0DKK2IZ,2.0,2.0,-0.603904533,0.082922524,90.0
YJQ1H1O,0.0,2.0,-0.890105389,0.071528829,154.0
2J75P4Q,0.0,3.0,-0.11953398,0.606442288,676.0
LIGSASU,0.0,2.0,-0.803464118,-0.071216506,193.0
EJ57MBO,1.0,1.0,-0.051668846,0.543309886,149.0
CHQOG14,0.0,4.0,-0.467497226,0.042602881,86.0
E04MFB6,1.0,1.0,0.594352751,0.527951841,79.0
FEK2BT6,0.0,2.0,-0.046403846,0.523994545,149.0
WI7A4I1,2.0,2.0,-0.597623034,0.189430965,78.0
5QJXLMJ,0.0,2.0,-0.694059603,0.06832618,81.0
QDL3YUP,0.0,2.0,-1.621564144,-0.083293305,849.0
I19N7F2,1.0,2.0,-1.782653377,-0.034417665,196.0
HITYF0D,1.0,2.0,-0.015924468,0.58684214,401.0
7CV05UU,0.0,3.0,0.016590385,0.466815227,303.0
S37YA02,3.0,2.0,0.553351583,0.531336724,115.0
S37YA02,4.0,2.0,0.487192422,0.563749997,28.0
XCFVIGC,1.0,2.0,-0.499174177,0.698183532,841.0
1HZ8TIR,0.0,2.0,-0.094982569,0.523453616,43.0
VU8PJJ1,2.0,1.0,-0.11260826,0.520241915,43.0
IWN3CLS,0.0,2.0,1.688840174,0.720083159,192.0
2MHJTX5,0.0,1.0,0.564383145,0.490958195,115.0
2MHJTX5,1.0,2.0,-0.508602749,0.698606437,841.0
DM3EYJM,0.0,3.0,-0.956228101,0.110573055,44.0
BCKZ2V0,0.0,2.0,-0.817392607,0.104871278,189.0
O86521G,5.0,1.0,-1.136946959,0.114235388,55.0
O86521G,7.0,1.0,-0.517298744,0.034131825,86.0
9HX51RY,2.0,4.0,0.456437243,0.536213159,28.0
T642VIM,0.0,2.0,0.643143018,0.56605883,79.0
PRHCGTI,0.0,1.0,0.018760249,0.585646576,110.0
C3VP36P,0.0,1.0,-0.580362623,0.761373885,4.0
C3VP36P,1.0,2.0,0.009353376,0.547319943,110.0
4E44Y3B,0.0,1.0,0.061239337,0.615737608,547.0
SYBDVD2,0.0,2.0,0.661069058,0.541927331,79.0
SXC20S6,0.0,1.0,0.656470807,0.542320518,79.0
3SHD8CF,1.0,2.0,-1.022205732,-0.06668342,459.0
N2FKUQM,2.0,2.0,-0.091492362,0.510873809,43.0
L9UMRWL,0.0,4.0,-0.213246027,0.507114239,67.0
5LGHSWJ,1.0,4.0,-0.08549643,0.637880151,134.0
JQLK7FK,1.0,1.0,0.572044074,0.545218032,115.0
GQ81AZH,1.0,4.0,-0.439174999,0.644480681,20.0
K4FOJB9,0.0,2.0,-0.883982107,0.08186383,154.0
09C1RHB,1.0,2.0,-0.598772354,0.108332974,90.0
VX9V3QI,4.0,2.0,0.003310776,0.57280493,110.0
VX9V3QI,5.0,1.0,-0.091582164,0.529789962,43.0
VX9V3QI,6.0,1.0,-0.504142308,0.706588182,33.0
CV0PJ6V,1.0,1.0,0.567403607,0.529178277,115.0
CV0PJ6V,2.0,1.0,-0.506730769,0.706947273,33.0
YUHHHC9,0.0,2.0,-0.958394231,0.121528636,83.0
H3HZK3U,0.0,2.0,-0.568268959,0.081041527,90.0
WU5FVIV,0.0,2.0,-0.006689044,0.532376533,110.0
C2YSGMW,0.0,4.0,-0.621230769,0.749994545,4.0
YYL713T,0.0,2.0,-0.445685948,0.136526161,846.0
DT7V47J,0.0,1.0,-0.769559032,0.101308471,300.0
DT7V47J,1.0,2.0,0.542527866,0.554129858,115.0
W9JQTGZ,2.0,1.0,-0.108727491,0.578161838,43.0
W9JQTGZ,3.0,1.0,0.522410044,0.567367931,28.0
SLIA488,0.0,2.0,-0.055258842,0.514775299,149.0
58AL7FH,1.0,2.0,0.223034863,0.594177636,76.0
58AL7FH,2.0,2.0,-0.583846923,0.762532926,4.0
1QBP40T,0.0,4.0,0.555946154,0.5306975,115.0
SOH52ZP,0.0,3.0,0.066718106,0.55329284,157.0
HOCA7YQ,0.0,3.0,-0.06567322,0.646195729,104.0
P1C70E4,3.0,2.0,0.243325497,0.495645814,856.0
P1C70E4,4.0,2.0,0.029508472,0.621364151,547.0
YYUYUMS,0.0,2.0,-0.645187468,0.733455563,391.0
PO87JTM,0.0,1.0,-0.521912571,0.759458292,33.0
KSFJJK1,1.0,2.0,-1.208059231,0.091792705,55.0
KSFJJK1,2.0,4.0,-0.642559615,0.125843182,398.0
ZKS14EW,0.0,1.0,-0.902662056,0.075705628,44.0
GUI1GO8,5.0,2.0,-0.46124195,0.673526416,176.0
GUI1GO8,8.0,1.0,-0.139595278,0.580901176,43.0
J7OVMEI,3.0,2.0,-0.742669323,0.218081834,577.0
M6YKSMY,2.0,1.0,-0.634582779,0.090734,90.0
M6YKSMY,3.0,1.0,-1.807007268,0.038809882,196.0
UINGOHN,0.0,2.0,-0.607777555,0.766578371,4.0
C31F5KO,0.0,1.0,0.086417501,0.602942252,547.0
SRP8ID2,2.0,2.0,-0.174589136,0.468933181,67.0
5F200ZI,0.0,2.0,-0.058024101,0.552250788,149.0
A8FEPM5,2.0,2.0,0.045935303,0.641185638,547.0
N5MKYBU,0.0,2.0,-0.54045641,0.059288202,86.0
DL5312X,0.0,1.0,0.661953654,0.542014318,79.0
FQR9O2E,0.0,2.0,0.284075697,0.531810374,274.0
K88Y7FY,0.0,2.0,-0.864413333,-0.076808486,193.0
5YIM36U,0.0,3.0,-0.348699038,0.715829095,271.0
5YIM36U,1.0,3.0,-0.084447541,0.569973179,43.0
N48HIDM,5.0,1.0,-0.149266537,0.536021111,43.0
Q3ELVGB,1.0,2.0,-0.791114549,-0.094646585,193.0
8LJAAN0,0.0,2.0,-0.445467272,0.048657663,419.0
9LVBGW2,0.0,2.0,-0.971108854,0.111583658,105.0
6QYS7LE,2.0,1.0,0.073459076,0.551659482,157.0
X80K5RN,1.0,1.0,-1.8017425,-0.004749,196.0
8A52J8A,0.0,2.0,0.669101242,0.541669016,79.0
PZSCSHR,2.0,2.0,0.213380052,0.490497149,856.0
02EVEAZ,1.0,2.0,-0.8660472,0.053094738,189.0
UO2WJ5T,0.0,2.0,-0.542370453,0.17725206,78.0
5S4FJ91,3.0,3.0,-0.580952277,0.102048862,90.0
5S4FJ91,5.0,1.0,-0.559963034,0.199773471,78.0
5S4FJ91,6.0,1.0,-0.080748749,0.183242834,845.0
PNCD7G7,3.0,1.0,-1.764880393,-0.024618458,196.0
UKKZ6Y5,0.0,2.0,0.233059739,0.505537679,856.0
JN3LYRF,0.0,2.0,-0.866147616,0.111015213,154.0
P8WCFMZ,1.0,3.0,0.492171729,0.564971757,28.0
P8WCFMZ,2.0,3.0,-0.119846152,0.605626818,676.0
Z9HE0WS,4.0,1.0,0.566382593,0.528503859,115.0
QUET2HE,0.0,2.0,0.573053597,0.563343093,115.0
UZSQ9QV,0.0,2.0,-0.113127115,0.562589295,43.0
DSTEZ4G,0.0,2.0,0.002113599,0.551713107,110.0
AQDQCR1,0.0,1.0,-0.635878671,0.730828547,75.0
YS011XS,0.0,1.0,-0.78838813,0.110829034,225.0
JTZNQKM,2.0,2.0,0.245572206,0.586369461,76.0
IM5OI8X,0.0,1.0,0.612620613,0.541612716,79.0
4YB0E53,1.0,2.0,0.566038261,0.529507636,115.0
V9KWQVN,0.0,2.0,-0.596370663,0.744262663,4.0
V9KWQVN,1.0,1.0,-0.078290762,0.566508405,43.0
JJ5Z8JN,0.0,1.0,-0.0293495,0.648962901,104.0
5TC69YE,1.0,1.0,-0.077526994,0.164969993,845.0
807P8LK,0.0,2.0,-0.6446955,0.127722062,398.0
VN6J51X,0.0,2.0,-0.54700747,0.757643476,4.0
3MWA5KU,0.0,2.0,0.56510815,0.529621634,115.0
Y42TGBJ,0.0,2.0,-0.953223816,0.054752069,44.0
QEL8B66,1.0,2.0,-0.549330931,0.049243498,537.0
K6V9GDU,0.0,2.0,0.485193156,0.557578945,28.0
TTQ1C6Q,1.0,1.0,0.011653239,0.623391429,547.0
R8S9QBW,2.0,2.0,-0.151163912,0.493792608,67.0
QDX4LPC,2.0,2.0,-0.03805,0.629605455,104.0
QDX4LPC,3.0,1.0,0.070982692,0.514043636,157.0
H58H0F5,0.0,2.0,-0.906839073,0.147199127,83.0
S71BQIK,0.0,1.0,0.045575,0.584683864,203.0
F1FB5LI,2.0,2.0,-0.048689034,0.609465342,134.0
3SKBOW7,1.0,2.0,-0.40243919,0.630811658,20.0
R03QSCB,0.0,2.0,2.023902672,0.777526627,573.0
1BF65AO,1.0,1.0,-0.014681154,0.611455455,858.0
J2WWG9K,1.0,1.0,-1.062291532,0.041748845,180.0
LQB72DW,2.0,1.0,-0.603884877,0.154940957,197.0
K814AKD,0.0,1.0,-0.632594568,0.694611972,391.0
AWBMLD0,1.0,2.0,0.218850762,0.586558936,76.0
Y0SI17J,0.0,1.0,-0.090964728,0.572793308,43.0
CJ92X7Z,0.0,2.0,-0.698117833,0.075836365,81.0
NUTCRDG,1.0,1.0,0.017200313,0.447934955,303.0
J3GA4ZN,1.0,2.0,0.311493991,0.558626803,274.0
77KCRC1,3.0,2.0,-0.113842701,0.181610649,845.0
77KCRC1,4.0,2.0,0.477088462,0.568611818,28.0
7KR0691,0.0,1.0,-0.502900473,0.699829924,33.0
7KR0691,1.0,1.0,0.002044593,0.636053926,104.0
F6KMTZ0,3.0,2.0,-0.643652128,0.733625959,391.0
F6KMTZ0,5.0,3.0,0.009471553,0.484940295,303.0
6TJ87O5,0.0,1.0,-0.652101263,0.092285288,398.0
MUUV09W,0.0,4.0,0.264580423,0.505977348,856.0
CNQSTMD,0.0,2.0,-0.619698916,0.743441237,4.0
8HZGENB,0.0,2.0,2.108823077,0.739186591,855.0
12FU06F,1.0,2.0,-0.650114582,0.079939726,145.0
7YGA62M,1.0,3.0,-0.484181916,0.11748149,148.0
1GXCMDJ,0.0,3.0,-0.574578135,0.761480617,4.0
DS6RQ1E,0.0,4.0,-1.038176616,0.107691407,84.0
PI1S4AG,0.0,1.0,-0.722717456,0.056908504,81.0
6YV9OTV,0.0,2.0,0.032124328,0.532651827,110.0
SPZD1UB,1.0,1.0,-0.636812465,0.754441342,75.0
TPDR03X,0.0,2.0,-0.466207392,0.666473127,176.0
SD9VJ29,0.0,1.0,-0.633346824,0.73205872,75.0
YIG8WQ6,4.0,2.0,-0.124704112,0.605612079,676.0
YIG8WQ6,5.0,4.0,0.086605313,0.501759275,157.0
YIG8WQ6,7.0,1.0,0.043415626,0.550858511,110.0
0DSR94W,0.0,1.0,-0.711899225,0.07129947,81.0
K8T6R91,1.0,4.0,-0.653035962,0.066511273,398.0
UU3VJ52,1.0,1.0,0.582995272,0.528844704,106.0
MSU1Q1A,0.0,3.0,0.56730303,0.558617224,115.0
LEHP6EK,1.0,1.0,-0.061506118,0.542800124,149.0
ZF8MTAQ,1.0,2.0,-0.036371303,0.603595005,134.0
W611RQ0,0.0,1.0,-0.78363331,0.12552297,299.0
D3RVCH5,0.0,1.0,0.515371896,0.549311032,28.0
YDOSSCL,1.0,1.0,-0.518248987,0.024461395,86.0
E3W8NML,1.0,2.0,0.006690386,0.48355659,303.0
WPQE85F,5.0,4.0,-0.087134255,0.618862417,134.0
WPQE85F,7.0,1.0,-0.113451406,0.181865193,845.0
J683XKK,0.0,1.0,-0.150959879,0.48904819,67.0
PWMH4MJ,0.0,2.0,-0.597428572,0.792354264,4.0
PWMH4MJ,1.0,3.0,-0.541357156,0.748285597,23.0
V4RBML5,1.0,2.0,0.514992968,0.576296944,28.0
TKC9ITL,0.0,4.0,-0.60773063,0.042475184,145.0
3XHO3CZ,0.0,2.0,13.35599715,-1.452032185,907.0
EDZJE92,1.0,2.0,-0.659504847,0.12099223,398.0
AINXLC4,1.0,1.0,-0.598396904,0.085397069,90.0
K0L13XE,1.0,4.0,-0.814394231,0.095810455,189.0
V1U1FFK,0.0,1.0,-0.982687492,-0.084425894,459.0
E21MJUB,0.0,4.0,0.024803846,0.490642045,201.0
OV2PRQN,0.0,4.0,-0.5103187,0.78650995,250.0
ETZ7CAU,2.0,2.0,0.629827119,0.485630659,79.0
Z7JRE4G,0.0,2.0,-0.419235279,0.112651994,846.0
ATAA6UY,1.0,1.0,-0.118952571,0.545974751,43.0
ALWZAB8,1.0,2.0,-0.834889081,0.106293534,154.0
954OZ9M,1.0,4.0,0.516270945,0.563278915,28.0
T3SROUE,2.0,1.0,0.248332475,0.556982753,76.0
0KL8Z4K,0.0,2.0,0.250877614,0.611339339,76.0
JBMPVUQ,1.0,3.0,-0.093004071,0.647099128,134.0
QT0K487,0.0,4.0,-0.485327302,0.083406429,86.0
CHYJG1K,1.0,4.0,-0.652657148,0.715871215,391.0
CHYJG1K,2.0,1.0,0.038944176,0.551137674,110.0
LII493S,0.0,1.0,-0.488967224,0.698381666,841.0
XEMSLCM,0.0,1.0,-1.01097762,0.088979951,84.0
AMSN8U6,0.0,2.0,-0.686291648,0.073670024,81.0
NB3WBE3,0.0,4.0,-0.43176557,0.057511826,846.0
0PCQBYY,0.0,1.0,-0.484875076,0.065895694,86.0
F22EU83,0.0,2.0,1.665478987,0.771785786,192.0
Z33JKAC,1.0,2.0,2.117628047,0.715856394,855.0
FWG4R6J,1.0,2.0,-0.47235336,0.081588637,86.0
